type,complexity,question,answer
temporal_single,single-hop,How many movies did Baltasar Abadal direct in 1920?,"Baltasar Abadal directed 3 movie(s) in 1920:
1. Los buitres de la aldea
2. El oprobio
3. Tenacidad"
temporal_single,single-hop,How many movies did Howard M. Mitchell direct in 1927?,"Howard M. Mitchell directed 2 movie(s) in 1927:
1. Breed of Courage
2. Hidden Aces"
temporal_single,single-hop,How many movies did Alison Skipworth act in 1920?,"Alison Skipworth appeared in 1 movie(s) in 1920:
1. 39 East"
temporal_single,single-hop,How many movies did Cecil Humphreys act in 1933?,"Cecil Humphreys appeared in 2 movie(s) in 1933:
1. The Silver Spoon
2. It's a King"
temporal_single,single-hop,How many movies did E. Alyn Warren act in 1934?,"E. Alyn Warren appeared in 3 movie(s) in 1934:
1. The Cat's-Paw
2. Limehouse Blues
3. The Mysterious Mr. Wong"
temporal_single,single-hop,How many movies did Ogden Crane act in 1921?,"Ogden Crane appeared in 3 movie(s) in 1921:
1. The Greater Profit
2. The Invisible Fear
3. See My Lawyer"
temporal_single,single-hop,How many movies did Alec B. Francis act in 1929?,"Alec B. Francis appeared in 5 movie(s) in 1929:
1. Evangeline
2. Evidence
3. The Mississippi Gambler
4. The Sacred Flame
5. The Bishop Murder Case"
temporal_single,single-hop,How many movies did Gerald McCarthy act in 1921?,"Gerald McCarthy appeared in 4 movie(s) in 1921:
1. Why Men Forget
2. The Old Country
3. De zwarte tulp
4. Married Life"
temporal_single,single-hop,How many movies did Sid Jordan act in 1934?,"Sid Jordan appeared in 1 movie(s) in 1934:
1. The Dude Ranger"
temporal_single,single-hop,How many movies did Gyula Bartos act in 1950?,"Gyula Bartos appeared in 1 movie(s) in 1950:
1. Úri muri"
temporal_single,single-hop,How many movies did Milton Ross act in 1923?,"Milton Ross appeared in 2 movie(s) in 1923:
1. Alias the Night Wind
2. The Virginian"
temporal_single,single-hop,How many movies did Alice Brady act in 1937?,"Alice Brady appeared in 5 movie(s) in 1937:
1. Call It a Day
2. Mama Steps Out
3. Merry-Go-Round of 1938
4. Mr. Dodd Takes the Air
5. One Hundred Men and a Girl"
temporal_single,single-hop,How many movies did Armand Cortes act in 1938?,"Armand Cortes appeared in 1 movie(s) in 1938:
1. Bluebeard's Eighth Wife"
temporal_single,single-hop,How many movies did Richard Cummings act in 1922?,"Richard Cummings appeared in 4 movie(s) in 1922:
1. The Bride's Play
2. The Great Alone
3. Top o' the Morning
4. Wolf Law"
temporal_single,single-hop,How many movies did Fred Kelsey act in 1945?,"Fred Kelsey appeared in 1 movie(s) in 1945:
1. The Strange Mr. Gregory"
temporal_single,single-hop,How many movies did William Parke direct in 1924?,"William Parke directed 1 movie(s) in 1924:
1. Ten Scars Make a Man"
temporal_single,single-hop,How many movies did Nicholas Dunaew act in 1927?,"Nicholas Dunaew appeared in 1 movie(s) in 1927:
1. Two Arabian Knights"
temporal_single,single-hop,How many movies did Harry Grossman direct in 1922?,"Harry Grossman directed 1 movie(s) in 1922:
1. Face to Face"
temporal_single,single-hop,How many movies did Felice Minotti act in 1949?,"Felice Minotti appeared in 1 movie(s) in 1949:
1. Buffalo Bill in Rome"
temporal_single,single-hop,How many movies did Tom Burrough act in 1921?,"Tom Burrough appeared in 1 movie(s) in 1921:
1. Heedless Moths"
temporal_single,single-hop,How many movies did Lia Eibenschütz act in 1920?,"Lia Eibenschütz appeared in 6 movie(s) in 1920:
1. Die Legende von der heiligen Simplicia
2. The Great Cattle War
3. Der Sprung ins Dunkle
4. Der Mann auf der Flasche
5. Der letzte Schuß
6. Frauenruhm"
temporal_single,single-hop,How many movies did Wallace Beery act in 1939?,"Wallace Beery appeared in 3 movie(s) in 1939:
1. Sergeant Madden
2. Stand Up and Fight
3. Thunder Afloat"
temporal_single,single-hop,How many movies did Jeanne Carpenter act in 1922?,"Jeanne Carpenter appeared in 1 movie(s) in 1922:
1. The Sign of the Rose"
temporal_single,single-hop,How many movies did Maurice Campbell direct in 1927?,"Maurice Campbell directed 2 movie(s) in 1927:
1. Burnt Fingers
2. Burnt Fingers"
temporal_single,single-hop,How many movies did Marcel De Sano direct in 1930?,"Marcel De Sano directed 1 movie(s) in 1930:
1. Peacock Alley"
temporal_single,single-hop,How many movies did R. Heaton Grey act in 1921?,"R. Heaton Grey appeared in 2 movie(s) in 1921:
1. The Princess of New York
2. Belphegor the Mountebank"
temporal_single,single-hop,How many movies did Egle Valery act in 1920?,"Egle Valery appeared in 3 movie(s) in 1920:
1. The Mysterious Princess
2. La principessa Zoe
3. La masnadiera"
temporal_single,single-hop,How many movies did Theodor Loos act in 1940?,"Theodor Loos appeared in 2 movie(s) in 1940:
1. Jud Süß
2. Falschmünzer"
temporal_single,single-hop,How many movies did Werner Krauss act in 1955?,"Werner Krauss appeared in 1 movie(s) in 1955:
1. Sohn ohne Heimat"
temporal_single,single-hop,How many movies did George Terwilliger direct in 1936?,"George Terwilliger directed 2 movie(s) in 1936:
1. The Love Wanga
2. The Love Wanga"
temporal_single,single-hop,How many movies did Dell Henderson direct in 1935?,"Dell Henderson directed 1 movie(s) in 1935:
1. Hot Tip"
temporal_single,single-hop,How many movies did Marcella Sabbatini act in 1920?,"Marcella Sabbatini appeared in 7 movie(s) in 1920:
1. The Mysterious Princess
2. La ferita
3. Papà Lebonnard
4. La fiaccola umana
5. Liberazione
6. Raffica sulla felicità
7. Per un figlio"
temporal_single,single-hop,How many movies did Victor Heerman direct in 1935?,"Victor Heerman directed 2 movie(s) in 1935:
1. Break of Hearts
2. Magnificent Obsession"
temporal_single,single-hop,How many movies did Juan de la Cruz act in 1920?,"Juan de la Cruz appeared in 3 movie(s) in 1920:
1. Pegeen
2. For the Soul of Rafael
3. Food for Scandal"
temporal_single,single-hop,How many movies did Herbert Brenon direct in 1932?,"Herbert Brenon directed 1 movie(s) in 1932:
1. Girl of the Rio"
temporal_single,single-hop,How many movies did Margaret Loomis act in 1923?,"Margaret Loomis appeared in 3 movie(s) in 1923:
1. Law of the Lawless
2. Money, Money, Money
3. Wasted Lives"
temporal_single,single-hop,How many movies did Walter Edwards direct in 1920?,"Walter Edwards directed 4 movie(s) in 1920:
1. All of a Sudden Peggy
2. Easy to Get
3. A Lady in Love
4. Young Mrs. Winthrop"
temporal_single,single-hop,How many movies did Charles Bennett act in 1950?,"Charles Bennett appeared in 1 movie(s) in 1950:
1. Where Danger Lives"
temporal_single,single-hop,How many movies did Viktor Senger act in 1927?,"Viktor Senger appeared in 2 movie(s) in 1927:
1. Das Heiratsnest
2. Bismarck 1862-1898"
temporal_single,single-hop,How many movies did Robert Gordon act in 1947?,"Robert Gordon appeared in 2 movie(s) in 1947:
1. Blind Spot
2. Sport of Kings"
temporal_single,single-hop,How many movies did B. Reeves Eason direct in 1934?,"B. Reeves Eason directed 5 movie(s) in 1934:
1. Hollywood Mystery
2. Law of the Wild
3. Law of the Wild
4. Mystery Mountain
5. Mystery Mountain"
temporal_single,single-hop,How many movies did Fred Sittenham direct in 1920?,"Fred Sittenham directed 2 movie(s) in 1920:
1. Clothes
2. The Mystery Mind"
temporal_single,single-hop,How many movies did Gábor Rajnay act in 1947?,"Gábor Rajnay appeared in 1 movie(s) in 1947:
1. Könnyü múzsa"
temporal_single,single-hop,How many movies did José Gaspar direct in 1942?,"José Gaspar directed 1 movie(s) in 1942:
1. Se ha perdido un cadáver"
temporal_single,single-hop,How many movies did Marc B. Robbins act in 1922?,"Marc B. Robbins appeared in 2 movie(s) in 1922:
1. The Girl Who Ran Wild
2. Human Hearts"
temporal_single,single-hop,How many movies did Julius Strobl act in 1924?,"Julius Strobl appeared in 1 movie(s) in 1924:
1. Hotel Potemkin"
temporal_single,single-hop,How many movies did Constance Backner act in 1920?,"Constance Backner appeared in 4 movie(s) in 1920:
1. A Son of David
2. London Pride
3. Unmarried
4. Two Little Wooden Shoes"
temporal_range,two-hop,Which films did William Lanteau appear in between 1960-1981?,"William Lanteau worked on 4 film(s) between 1960-1981:
1. The Facts of Life (1960)
2. The Honeymoon Machine (1961)
3. From Noon Till Three (1976)
4. On Golden Pond (1981)"
actor_director,three-hop,Which movies did George Chesebro act in that were directed by B. Reeves Eason?,"George Chesebro acted in 4 movie(s) directed by B. Reeves Eason:
1. Red River Valley (1936)
2. Empty Holsters (1937)
3. Prairie Thunder (1937)
4. The Phantom (1943)"
actor_director,three-hop,Which movies did Supassra Thanachat act in that were directed by Sophon Sakdaphisit?,"Supassra Thanachat acted in 1 movie(s) directed by Sophon Sakdaphisit:
1. The Swimmers (2014)"
actor_director,three-hop,Which movies did Amitabh Bachchan act in that were directed by Sanjay Gupta?,"Amitabh Bachchan acted in 1 movie(s) directed by Sanjay Gupta:
1. Kaante (2002)"
actor_director,three-hop,Which movies did Boy Alano act in that were directed by Efren C. Piñon?,"Boy Alano acted in 1 movie(s) directed by Efren C. Piñon:
1. Pakners (1997)"
actor_director,three-hop,Which movies did Mike G. act in that were directed by Jeffrey Schneider?,"Mike G. acted in 1 movie(s) directed by Jeffrey Schneider:
1. Lake Noir (2013)"
actor_director,three-hop,Which movies did Daniel Chen act in that were directed by Ya-chuan Hsiao?,"Daniel Chen acted in 1 movie(s) directed by Ya-chuan Hsiao:
1. Father to Son (2018)"
actor_director,three-hop,Which movies did Minel Louis act in that were directed by James Fair?,"Minel Louis acted in 1 movie(s) directed by James Fair:
1. The Ballad of Des & Mo (2010)"
actor_director,three-hop,Which movies did Anthony Alonzo act in that were directed by Jett C. Espiritu?,"Anthony Alonzo acted in 1 movie(s) directed by Jett C. Espiritu:
1. Assault Squad Skorpio (1982)"
actor_director,three-hop,Which movies did Qi Fu act in that were directed by Hsin-Yen Chang?,"Qi Fu acted in 7 movie(s) directed by Hsin-Yen Chang:
1. Xin shang ren (1964)
2. Treasure Island (1964)
3. The Jade Bow (1966)
4. Shuang qiang huang ying gu (1967)
5. Ying chun hua (1968)
6. The Patriotic Knights (1971)
7. Hong ying dao (1975)"
actor_director,three-hop,Which movies did Mar Regueras act in that were directed by Manuel Martín Cuenca?,"Mar Regueras acted in 1 movie(s) directed by Manuel Martín Cuenca:
1. The Weakness of the Bolshevik (2003)"
actor_director,three-hop,Which movies did Kaho Takada act in that were directed by Kyohei Yamaguchi?,"Kaho Takada acted in 2 movie(s) directed by Kyohei Yamaguchi:
1. Kamen Rider Heisei Generations Forever (2018)
2. Kamen Rider Build New World: Kamen Rider Cross-Z (2019)"
actor_director,three-hop,Which movies did Jole Fierro act in that were directed by Roberto Bianchi Montero?,"Jole Fierro acted in 1 movie(s) directed by Roberto Bianchi Montero:
1. The Island Monster (1954)"
actor_director,three-hop,Which movies did Käthe Dorsch act in that were directed by Georg Jacoby?,"Käthe Dorsch acted in 3 movie(s) directed by Georg Jacoby:
1. The Inn at the Rhine (1930)
2. Paragraph 144 (1924)
3. Die Sünden der Mutter (1921)"
actor_director,three-hop,Which movies did Bipin Karki act in that were directed by Nischal Basnet?,"Bipin Karki acted in 2 movie(s) directed by Nischal Basnet:
1. Loot (2012)
2. Loot 2 (2017)"
actor_director,three-hop,Which movies did Maisie Richardson-Sellers act in that were directed by Vince Marcello?,"Maisie Richardson-Sellers acted in 2 movie(s) directed by Vince Marcello:
1. The Kissing Booth 3 (2021)
2. The Kissing Booth 2 (2020)"
actor_director,three-hop,Which movies did LaTanya Richardson Jackson act in that were directed by Clark Johnson?,"LaTanya Richardson Jackson acted in 1 movie(s) directed by Clark Johnson:
1. Juanita (2019)"
actor_director,three-hop,Which movies did Rik Battaglia act in that were directed by Robert Aldrich?,"Rik Battaglia acted in 1 movie(s) directed by Robert Aldrich:
1. Sodom and Gomorrah (1962)"
actor_director,three-hop,Which movies did Vladimir Kuleshov act in that were directed by Andrei Konchalovsky?,"Vladimir Kuleshov acted in 1 movie(s) directed by Andrei Konchalovsky:
1. The Inner Circle (1991)"
actor_director,three-hop,Which movies did Mahmoud Yassine act in that were directed by Hilmi Halim?,"Mahmoud Yassine acted in 1 movie(s) directed by Hilmi Halim:
1. A Tale from the Country (1969)"
actor_director,three-hop,Which movies did Paidi Jairaj act in that were directed by Homi Wadia?,"Paidi Jairaj acted in 1 movie(s) directed by Homi Wadia:
1. Hatimtai (1956)"
actor_director,three-hop,Which movies did Emily Fitzroy act in that were directed by John Rawlins?,"Emily Fitzroy acted in 2 movie(s) directed by John Rawlins:
1. Lucky Ladies (1932)
2. High Society (1932)"
actor_director,three-hop,Which movies did Martin Klebba act in that were directed by Tarsem Singh?,"Martin Klebba acted in 1 movie(s) directed by Tarsem Singh:
1. Mirror Mirror (2012)"
actor_director,three-hop,Which movies did Teiichi Yanagida act in that were directed by Kaname Mori?,"Teiichi Yanagida acted in 1 movie(s) directed by Kaname Mori:
1. Koshu saho Tokyo kembutsu (1926)"
actor_director,three-hop,Which movies did Esther Eva Verkaaik act in that were directed by Edwin Brienen?,"Esther Eva Verkaaik acted in 6 movie(s) directed by Edwin Brienen:
1. Terrorama! (2001)
2. Life Pornography (2003)
3. Both Ends Burning (2004)
4. Warum Ulli sich am Weihnachtsabend umbringen wollte (2005)
5. Last Performance (2006)
6. I'd Like to Die a Thousand Times (2007)"
actor_director,three-hop,Which movies did Lance Henriksen act in that were directed by Michael O. Sajbel?,"Lance Henriksen acted in 1 movie(s) directed by Michael O. Sajbel:
1. Wraith (2017)"
actor_director,three-hop,Which movies did Armando Acosta act in that were directed by Joselito Rodríguez?,"Armando Acosta acted in 1 movie(s) directed by Joselito Rodríguez:
1. De sangre chicana (1974)"
actor_director,three-hop,Which movies did Jeannetta Arnette act in that were directed by Jesse Peretz?,"Jeannetta Arnette acted in 1 movie(s) directed by Jesse Peretz:
1. First Love, Last Rites (1997)"
actor_director,three-hop,Which movies did Bryan Cranston act in that were directed by Brad Furman?,"Bryan Cranston acted in 2 movie(s) directed by Brad Furman:
1. The Lincoln Lawyer (2011)
2. The Infiltrator (2016)"
actor_director,three-hop,Which movies did Priscilla Barnes act in that were directed by Beverly Sebastian?,"Priscilla Barnes acted in 1 movie(s) directed by Beverly Sebastian:
1. Delta Fox (1979)"
actor_director,three-hop,Which movies did Lee Dae-kun act in that were directed by Eung-cheon Kim?,"Lee Dae-kun acted in 2 movie(s) directed by Eung-cheon Kim:
1. Country Girl (1978)
2. Riding a Wooden Horse (1979)"
actor_director,three-hop,Which movies did Fourouzan act in that were directed by Armaees Aghamaliyan?,"Fourouzan acted in 1 movie(s) directed by Armaees Aghamaliyan:
1. The Humans (1964)"
actor_director,three-hop,Which movies did Aret Edet act in that were directed by Niyi Towolawi?,"Aret Edet acted in 1 movie(s) directed by Niyi Towolawi:
1. Fusion (2016)"
actor_director,three-hop,Which movies did Achim Neumann act in that were directed by Hans D. Bornhauser?,"Achim Neumann acted in 3 movie(s) directed by Hans D. Bornhauser:
1. Der Bumsladen-Boß (1973)
2. Sally - heiß wie ein Vulkan (1973)
3. Lustig ist die Jodelei bei der Fummelfilmerei (1974)"
actor_director,three-hop,Which movies did Chi Lu act in that were directed by Kôji Shima?,"Chi Lu acted in 2 movie(s) directed by Kôji Shima:
1. Hu ji hua (1970)
2. Tropicana Interlude (1969)"
actor_director,three-hop,Which movies did Edvin Adolphson act in that were directed by Gustaf Molander?,"Edvin Adolphson acted in 14 movie(s) directed by Gustaf Molander:
1. Hon, den enda (1926)
2. Till österland (1926)
3. Sealed Lips (1927)
4. The Triumph of the Heart (1929)
5. Kärlek och kassabrist (1932)
6. Kära släkten (1933)
7. Bröllopsresan (1936)
8. On the Sunny Side (1936)
9. Dollar (1938)
10. Only One Night (1939)
... and 4 more"
actor_director,three-hop,Which movies did Henryk Borowski act in that were directed by Czeslaw Petelski?,"Henryk Borowski acted in 2 movie(s) directed by Czeslaw Petelski:
1. The Stone Sky (1959)
2. Kopernik (1973)"
actor_director,three-hop,Which movies did Itsuki Sagara act in that were directed by Yukiko Sode?,"Itsuki Sagara acted in 1 movie(s) directed by Yukiko Sode:
1. Good Stripes (2015)"
actor_director,three-hop,Which movies did Yoshiko Sasa act in that were directed by Ichirô Kitami?,"Yoshiko Sasa acted in 14 movie(s) directed by Ichirô Kitami:
1. Onna kyôshi: Kojin kyôju (1983)
2. Chikan densha: Kuse ni narisô (1983)
3. Nawa de monzetsu (1983)
4. Idô love hotel: Chikan jidôsha (1983)
5. Chikan monzetsu densha (1983)
6. Ryôjoku no wana (1983)
7. Haitoku fujin-kai (1983)
8. Chikan oshaburi densha (1983)
9. Hitozuma bôkô genba (1984)
10. Chikan gokuhi technique (1984)
... and 4 more"
